transcript_id	seqnames	start	end	gene_name	gene_id	n
chr18_62161386_62184520	chr18	61905255	62187118	PIGN	ENSG00000197563	90
chr18_62163657_62174326	chr18	61905255	62187118	PIGN	ENSG00000197563	92
chr18_62103600_62105542	chr18	61905255	62187118	PIGN	ENSG00000197563	97
chr18_62162330_62187022	chr18	61905255	62187118	PIGN	ENSG00000197563	97
chr18_62103800_62105542	chr18	61905255	62187118	PIGN	ENSG00000197563	100
chr18_62157809_62157980	chr18	61905255	62187118	PIGN	ENSG00000197563	110
chr18_62174431_62186843	chr18	61905255	62187118	PIGN	ENSG00000197563	118
chr18_62154652_62161132	chr18	61905255	62187118	PIGN	ENSG00000197563	153
chr18_62161227_62163530	chr18	61905255	62187118	PIGN	ENSG00000197563	153
chr18_62056845_62059047	chr18	61905255	62187118	PIGN	ENSG00000197563	179
chr18_62085265_62088390	chr18	61905255	62187118	PIGN	ENSG00000197563	215
chr18_61905493_62017628	chr18	61905255	62187118	PIGN	ENSG00000197563	248
chr18_62284362_62285448	chr18	62187258	62307829	KIAA1468	ENSG00000134444	114
chr18_62282443_62287350	chr18	62187258	62307829	KIAA1468	ENSG00000134444	638
chr19_49335323_49335494	chr19	49335171	49340594	CD37	ENSG00000104894	4
chr20_46043693_46058655	chr20	46022843	46060152	SLC12A5	ENSG00000124140	9
chr20_46035043_46035373	chr20	46022843	46060152	SLC12A5	ENSG00000124140	28
chr20_63273519_63275576	chr20	63272785	63289793	ARFGAP1	ENSG00000101199	37
chr20_63272921_63273999	chr20	63272785	63289793	ARFGAP1	ENSG00000101199	72
chr20_63351028_63355956	chr20	63343223	63378401	CHRNA4	ENSG00000101204	6
chr20_63355410_63355974	chr20	63343223	63378401	CHRNA4	ENSG00000101204	15
chr20_63661944_63662473	chr20	63657810	63696253	RTEL1	ENSG00000258366	2
chr20_63658460_63661297	chr20	63657810	63696253	RTEL1	ENSG00000258366	51
chr20_63659505_63660675	chr20	63657810	63696253	RTEL1	ENSG00000258366	78
chr20_63660797_63661297	chr20	63657810	63696253	RTEL1	ENSG00000258366	119
chr20_63665301_63666003	chr20	63657810	63696253	RTEL1	ENSG00000258366	183
chr20_63661944_63662395	chr20	63657810	63696253	RTEL1	ENSG00000258366	238
chr21_36058925_36060106	chr21	36034541	36079389	SETD4	ENSG00000185917	24
chr21_42496230_42496822	chr21	42472486	42496354	RSPH1	ENSG00000160188	14
chr21_42496230_42502295	chr21	42472486	42496354	RSPH1	ENSG00000160188	66
chr21_42496230_42496822	chr21	42496008	42581440	SLC37A1	ENSG00000160190	14
chr21_42502418_42518276	chr21	42496008	42581440	SLC37A1	ENSG00000160190	41
chr21_42496230_42502295	chr21	42496008	42581440	SLC37A1	ENSG00000160190	66
chr21_42499744_42502295	chr21	42496008	42581440	SLC37A1	ENSG00000160190	67
chr21_42502418_42502688	chr21	42496008	42581440	SLC37A1	ENSG00000160190	104
chr22_31197159_31201497	chr22	31160193	31207019	RNF185	ENSG00000138942	131
chr22_31488746_31495952	chr22	31436977	31496108	EIF4ENIF1	ENSG00000184708	73
chr22_31488746_31495952	chr22	31488746	31618490	SFI1	ENSG00000198089	73
chr22_49918431_49918758	chr22	49900229	49918458	ALG12	ENSG00000182858	14
chr22_49918431_49918758	chr22	49918167	49927540	CRELD2	ENSG00000184164	14
chr22_49924456_49924985	chr22	49918167	49927540	CRELD2	ENSG00000184164	28
chr22_49921474_49921584	chr22	49918167	49927540	CRELD2	ENSG00000184164	396
chr22_50278666_50278666	chr22	50274979	50307627	PLXNB2	ENSG00000196576	3
chr22_50278697_50288985	chr22	50274979	50307627	PLXNB2	ENSG00000196576	14
