SAMPID,TISSUE
GTEX-T6MN-2126-SM-EZ6LC,Prostate
GTEX-T6MN-2226-SM-EVYAM,Bladder
GTEX-T6MN-2526-SM-32PMN,Brain_Cerebellum
GTEX-T6MN-2626-SM-32PMQ,Brain_Cortex
GTEX-T6MN-2726-SM-4DM77,Pituitary
GTEX-T6MO-0001-SM-325AL,Whole_Blood
GTEX-T6MO-0001-SM-325I3,Whole_Blood
GTEX-T6MO-0001-SM-3UZF7,Whole_Blood
GTEX-T6MO-0001-SM-5URCH,Whole_Blood
GTEX-T6MO-0003-SM-3NMAG,Cells_EBV-transformed_lymphocytes 
GTEX-T6MO-0006-SM-32QOU,Whole_Blood
GTEX-T6MO-0008-SM-4DM6T,Cells_Cultured_fibroblasts
GTEX-T6MO-0126-SM-4DM6X,Adrenal_Gland
GTEX-T6MO-0226-SM-32QOL,Thyroid
GTEX-T6MO-0326-SM-32QOK,Breast_Mammary_Tissue
GTEX-T6MO-0426-SM-32QOI,Lung
GTEX-T6MO-0526-SM-4DM6R,Esophagus - Esophagus_Mucosa
GTEX-T6MO-0626-SM-4DM6P,Esophagus_Muscularis
GTEX-T6MO-0726-SM-4DM58,Stomach
GTEX-T6MO-0826-SM-4DM51,Colon_Transverse
GTEX-T6MO-1026-SM-4DM72,Fallopian Tube
GTEX-T6MO-1126-SM-4DM5D,Ovary
GTEX-T6MO-1226-SM-4DM5S,Vagina
GTEX-T6MO-1426-SM-4DM73,Cervix - Endocervix
GTEX-T6MO-1526-SM-4DM57,Uterus
GTEX-T6MO-1626-SM-32QOM,Skin_Sun_Exposed_Lower_leg
GTEX-T6MO-1726-SM-33HB8,Adipose_Subcutaneous
GTEX-T6MO-1926-SM-32QOJ,Artery_Tibial
GTEX-T6MO-2026-SM-33HB4,Nerve_Tibial
GTEX-T8EM-0001-SM-3G3SK,Whole_Blood
GTEX-T8EM-0001-SM-3G3TL,Whole_Blood
GTEX-T8EM-0001-SM-4SVPM,Whole_Blood
GTEX-T8EM-0001-SM-5SOEA,Whole_Blood
GTEX-T8EM-0006-SM-3DB71,Whole_Blood
GTEX-T8EM-0126-SM-4DM5R,Testis
GTEX-T8EM-0226-SM-3DB7C,Thyroid
GTEX-T8EM-0326-SM-3DB7F,Lung
GTEX-T8EM-0426-SM-4DM7E,Artery_Aorta
GTEX-T8EM-0526-SM-4DM64,Esophagus - Esophagus_Mucosa
GTEX-T8EM-0626-SM-4DM62,Esophagus_Muscularis
GTEX-T8EM-0826-SM-4DM76,Pancreas
GTEX-T8EM-1026-SM-3DB7M,Skin_Sun_Exposed_Lower_leg
GTEX-T8EM-1126-SM-3DB7D,Adipose_Subcutaneous
GTEX-T8EM-1226-SM-4DM5J,Stomach
GTEX-T8EM-1326-SM-3DB7G,Muscle_Skeletal
GTEX-T8EM-1526-SM-3DB7I,Nerve_Tibial
GTEX-T8EM-1626-SM-3DB7K,Artery_Tibial
GTEX-T8EM-1826-SM-4DM7F,Prostate
GTEX-TKQ1-0002-SM-3G3SW,Whole_Blood
GTEX-TKQ1-0002-SM-3G3TX,Whole_Blood
GTEX-TKQ1-0002-SM-3UZF2,Whole_Blood
GTEX-TKQ1-0002-SM-6WBRZ,Whole_Blood
GTEX-TKQ1-0003-SM-3NMAE,Cells_EBV-transformed_lymphocytes 
GTEX-TKQ1-0006-SM-33HBI,Whole_Blood
GTEX-TKQ1-0008-SM-4DXSO,Cells_Cultured_fibroblasts
GTEX-TKQ1-0126-SM-33HB3,Thyroid
GTEX-TKQ1-0226-SM-33HB5,Breast_Mammary_Tissue
GTEX-TKQ1-0326-SM-4DXSM,Esophagus - Esophagus_Mucosa
GTEX-TKQ1-0426-SM-4DXT4,Esophagus_Muscularis
GTEX-TKQ1-0526-SM-4DXTG,Stomach
GTEX-TKQ1-0626-SM-4DXTS,Colon_Transverse
GTEX-TKQ1-0926-SM-4DXU2,Testis
GTEX-TKQ1-1026-SM-4GICL,Skin_Sun_Exposed_Lower_leg
GTEX-TKQ1-1126-SM-4GIAZ,Adipose_Subcutaneous
GTEX-TKQ1-1226-SM-4GICJ,Artery_Tibial
GTEX-TKQ1-1326-SM-4DXU7,Nerve_Tibial
GTEX-TKQ1-1426-SM-4GICK,Muscle_Skeletal
GTEX-TKQ2-0002-SM-325AD,Whole_Blood
GTEX-TKQ2-0002-SM-325HS,Whole_Blood
GTEX-TKQ2-0002-SM-3USRK,Whole_Blood
GTEX-TKQ2-0002-SM-5URCO,Whole_Blood
GTEX-TKQ2-0004-SM-3NMAC,Cells_EBV-transformed_lymphocytes 
GTEX-TKQ2-0006-SM-33HBH,Whole_Blood
GTEX-TKQ2-0008-SM-4DM5L,Cells_Cultured_fibroblasts
GTEX-TKQ2-0226-SM-4DM6V,Adrenal_Gland
GTEX-TKQ2-0426-SM-4DXUO,Pancreas
GTEX-TKQ2-0626-SM-EZ6LB,Kidney - Medulla
GTEX-TKQ2-0826-SM-33HB6,Muscle_Skeletal
GTEX-TKQ2-0926-SM-4DXU5,Stomach
GTEX-TKQ2-1026-SM-33HB7,Artery_Tibial
GTEX-TKQ2-1226-SM-4DXSV,Esophagus_Muscularis
GTEX-TKQ2-1326-SM-4DXT9,Colon_Transverse
GTEX-TKQ2-1526-SM-4DXUN,Testis
GTEX-TKQ2-1726-SM-4DXUP,Liver
GTEX-TKQ2-1826-SM-33HB2,Breast_Mammary_Tissue
GTEX-TMKS-0002-SM-3G3S6,Whole_Blood
GTEX-TMKS-0002-SM-3G3T7,Whole_Blood
GTEX-TMKS-0002-SM-DINCQ,Whole_Blood
GTEX-TMKS-0002-SM-DLIOM,Whole_Blood
GTEX-TMKS-0005-SM-33OV7,Whole_Blood
GTEX-TMKS-0005-SM-5SI7W,Whole_Blood
GTEX-TMKS-0126-SM-3DB7S,Skin_Sun_Exposed_Lower_leg
GTEX-TMKS-0226-SM-3DB7X,Adipose_Subcutaneous
GTEX-TMKS-0326-SM-3DB8A,Muscle_Skeletal
GTEX-TMKS-0426-SM-3DB85,Nerve_Tibial
GTEX-TMKS-0426-SM-3L284,Nerve_Tibial
GTEX-TML8-0001-SM-3NMAF,Cells_EBV-transformed_lymphocytes 
GTEX-TML8-0004-SM-325A2,Whole_Blood
GTEX-TML8-0004-SM-325HI,Whole_Blood
GTEX-TML8-0004-SM-4X614,Whole_Blood
GTEX-TML8-0004-SM-5SOEP,Whole_Blood
GTEX-TML8-0005-SM-32QPA,Whole_Blood
GTEX-TML8-0008-SM-4DXUI,Cells_Cultured_fibroblasts
GTEX-TML8-0326-SM-4GICN,Lung
GTEX-TML8-0526-SM-32QOQ,Pancreas
GTEX-TML8-0726-SM-4DXTT,Cervix - Endocervix
GTEX-TML8-0926-SM-4DXSJ,Ovary
GTEX-TML8-1126-SM-4DXSS,Vagina
GTEX-TML8-1226-SM-32QON,Breast_Mammary_Tissue
GTEX-TML8-1326-SM-4DXTO,Colon_Transverse
GTEX-TML8-1426-SM-4DXUT,Esophagus_Muscularis
GTEX-TML8-1526-SM-4DXUX,Esophagus - Esophagus_Mucosa
GTEX-TML8-1626-SM-32QOO,Nerve_Tibial
GTEX-TML8-1826-SM-32QOR,Muscle_Skeletal
GTEX-TML8-1926-SM-32QOS,Skin_Sun_Exposed_Lower_leg
GTEX-TML8-2026-SM-32QOP,Adipose_Subcutaneous
GTEX-TMMY-0003-SM-3G3SV,Whole_Blood
GTEX-TMMY-0003-SM-3G3TW,Whole_Blood
GTEX-TMMY-0003-SM-4X62G,Whole_Blood
GTEX-TMMY-0003-SM-5SOES,Whole_Blood
GTEX-TMMY-0005-SM-33HBN,Whole_Blood
GTEX-TMMY-0008-SM-4DXU3,Cells_Cultured_fibroblasts
GTEX-TMMY-0126-SM-4DXTP,Adrenal_Gland
GTEX-TMMY-0226-SM-33HBA,Skin_Sun_Exposed_Lower_leg
GTEX-TMMY-0326-SM-33HBF,Adipose_Subcutaneous
GTEX-TMMY-0426-SM-33HBB,Muscle_Skeletal
GTEX-TMMY-0526-SM-33HBC,Nerve_Tibial
GTEX-TMMY-0626-SM-33HBD,Artery_Tibial
GTEX-TMMY-0726-SM-33HBE,Breast_Mammary_Tissue
GTEX-TMMY-0826-SM-33HB9,Thyroid
GTEX-TMMY-0926-SM-33HBG,Lung
GTEX-TMMY-0926-SM-4TT1Z,Lung
GTEX-TMMY-0926-SM-4VBQZ,Lung
GTEX-TMMY-0926-SM-4WKH4,Lung
GTEX-TMMY-1026-SM-4DXTI,Artery_Aorta
GTEX-TMMY-1126-SM-4DXSX,Esophagus - Esophagus_Mucosa
GTEX-TMMY-1226-SM-4DXT6,Esophagus_Muscularis
GTEX-TMMY-1326-SM-4DXU9,Pancreas
GTEX-TMMY-1526-SM-4DXST,Bladder
GTEX-TMMY-1626-SM-4DXTY,Stomach
GTEX-TMMY-1726-SM-4DXTD,Ovary
GTEX-TMMY-1926-SM-4DXUU,Vagina
GTEX-TMMY-2226-SM-4DXTN,Uterus
GTEX-TMZS-0001-SM-3P61Q,Cells_EBV-transformed_lymphocytes 
GTEX-TMZS-0002-SM-3G3S5,Whole_Blood
GTEX-TMZS-0002-SM-3G3T6,Whole_Blood
GTEX-TMZS-0002-SM-3UZF4,Whole_Blood
GTEX-TMZS-0002-SM-5URDR,Whole_Blood
GTEX-TMZS-0006-SM-3DB8G,Whole_Blood
GTEX-TMZS-0008-SM-47JWM,Cells_Cultured_fibroblasts
GTEX-TMZS-0126-SM-3DB9Q,Skin_Sun_Exposed_Lower_leg
GTEX-TMZS-0226-SM-3DB9N,Adipose_Subcutaneous
GTEX-TMZS-0326-SM-3DB9P,Muscle_Skeletal
GTEX-TSE9-0002-SM-3G3SA,Whole_Blood
GTEX-TSE9-0002-SM-3G3TB,Whole_Blood
GTEX-TSE9-0002-SM-3USSJ,Whole_Blood
GTEX-TSE9-0002-SM-5URBA,Whole_Blood
GTEX-TSE9-0005-SM-4DXUF,Whole_Blood
GTEX-TSE9-0008-SM-4DXT8,Cells_Cultured_fibroblasts
GTEX-TSE9-0011-R10A-SM-3DB7O,Brain_Frontal_Cortex_BA9
GTEX-TSE9-0011-R11A-SM-3DB7N,Brain_Cerebellar_Hemisphere
GTEX-TSE9-0011-R1A-SM-3DB7E,Brain_Hippocampus
GTEX-TSE9-0011-R4A-SM-3DB7H,Brain_Amygdala
GTEX-TSE9-0011-R5A-SM-3DB7J,Brain_Caudate_basal_ganglia
GTEX-TSE9-0011-R6A-SM-3DB7L,Brain_Nucleus_accumbens_basal_ganglia
GTEX-TSE9-0011-R7A-SM-3DB7P,Brain_Putamen_basal_ganglia
GTEX-TSE9-0011-R8A-SM-3DB7R,Brain_Hypothalamus
GTEX-TSE9-0011-R9A-SM-3DB7Q,Brain_Spinal_cord_cervical_c-1
GTEX-TSE9-0126-SM-3DB83,Skin_Sun_Exposed_Lower_leg
GTEX-TSE9-0226-SM-3DB84,Adipose_Subcutaneous
GTEX-TSE9-0326-SM-3DB82,Nerve_Tibial
GTEX-TSE9-0426-SM-3DB81,Artery_Tibial
GTEX-TSE9-0526-SM-3DB7Z,Muscle_Skeletal
GTEX-TSE9-0626-SM-3DB8B,Thyroid
GTEX-TSE9-0726-SM-3DB8C,Lung
GTEX-TSE9-1226-SM-4DXTM,Esophagus - Esophagus_Mucosa
GTEX-TSE9-2226-SM-4DXUR,Ovary
GTEX-TSE9-2326-SM-EZ6ME,Fallopian Tube
GTEX-TSE9-2526-SM-4DXUS,Vagina
GTEX-TSE9-2626-SM-4DXV2,Uterus
GTEX-TSE9-2726-SM-4DXSQ,Cervix - Endocervix
GTEX-TSE9-2826-SM-4DXTF,Cervix - Ectocervix
GTEX-TSE9-2926-SM-3DB77,Brain_Cerebellum
GTEX-TSE9-3026-SM-3DB76,Brain_Cortex
GTEX-TSE9-3126-SM-4DXSY,Pituitary
GTEX-U3ZG-0001-SM-47JYF,Cells_EBV-transformed_lymphocytes 
GTEX-U3ZG-0002-SM-4YUWL_1,Whole_Blood
GTEX-U3ZG-0002-SM-53IV8,Whole_Blood
GTEX-U3ZG-0002-SM-5SOEN,Whole_Blood
GTEX-U3ZG-0006-SM-47JWX,Whole_Blood
GTEX-U3ZG-0008-SM-47JWL,Cells_Cultured_fibroblasts
GTEX-U3ZG-0326-SM-47JXN,Muscle_Skeletal
GTEX-U3ZH-0002-SM-3NMDD,Cells_EBV-transformed_lymphocytes 
GTEX-U3ZH-0003-SM-3G3RZ,Whole_Blood
GTEX-U3ZH-0003-SM-3G3T1,Whole_Blood
GTEX-U3ZH-0003-SM-3UZF3,Whole_Blood
GTEX-U3ZH-0003-SM-5URBK,Whole_Blood
GTEX-U3ZH-0005-SM-3DB72,Whole_Blood
GTEX-U3ZH-0008-SM-4DXT2,Cells_Cultured_fibroblasts
GTEX-U3ZH-0126-SM-4DXUK,Spleen
GTEX-U3ZH-0226-SM-3DB7B,Thyroid
GTEX-U3ZH-0326-SM-3DB7A,Heart_Left_Ventricle
GTEX-U3ZH-0326-SM-4WWDX,Heart_Left_Ventricle
GTEX-U3ZH-0326-SM-51MS7,Heart_Left_Ventricle
GTEX-U3ZH-0426-SM-4DXSE,Artery_Coronary
GTEX-U3ZH-0526-SM-3DB75,Lung
GTEX-U3ZH-0626-SM-4DXT3,Artery_Aorta
GTEX-U3ZH-0926-SM-4DXU4,Prostate
GTEX-U3ZH-1026-SM-4DXUZ,Esophagus - Esophagus_Mucosa
GTEX-U3ZH-1126-SM-4DXUG,Esophagus_Muscularis
GTEX-U3ZH-1326-SM-4DXSF,Colon_Transverse
GTEX-U3ZH-1426-SM-4DXSR,Breast_Mammary_Tissue
GTEX-U3ZH-1526-SM-4DXV1,Testis
GTEX-U3ZH-1626-SM-3DB74,Nerve_Tibial
GTEX-U3ZH-1726-SM-3DB79,Artery_Tibial
GTEX-U3ZH-1926-SM-4DXTR,Muscle_Skeletal
GTEX-U3ZH-2026-SM-3DB78,Skin_Sun_Exposed_Lower_leg
GTEX-U3ZM-0002-SM-3NMDM,Cells_EBV-transformed_lymphocytes 
GTEX-U3ZM-0004-SM-3G3SF,Whole_Blood
GTEX-U3ZM-0004-SM-3G3TG,Whole_Blood
GTEX-U3ZM-0004-SM-3USQ6,Whole_Blood
GTEX-U3ZM-0004-SM-5URC4,Whole_Blood
GTEX-U3ZM-0008-SM-4DXTQ,Cells_Cultured_fibroblasts
GTEX-U3ZM-0126-SM-3DB8M,Thyroid
GTEX-U3ZM-0226-SM-4DXTA,Adrenal_Gland
GTEX-U3ZM-0326-SM-4DXUJ,Artery_Aorta
GTEX-U3ZM-0426-SM-3DB73,Lung
GTEX-U3ZM-0426-SM-57WG1,Lung
GTEX-U3ZM-0426-SM-59HKR,Lung
GTEX-U3ZM-0526-SM-4DXTB,Esophagus - Esophagus_Mucosa
GTEX-U3ZM-0626-SM-4DXTV,Esophagus_Muscularis
GTEX-U3ZM-0826-SM-4DXU6,Bladder
GTEX-U3ZM-0926-SM-4DXSW,Prostate
GTEX-U3ZM-1026-SM-EZ6LD,Adipose_Subcutaneous
GTEX-U3ZM-1126-SM-4DXUB,Colon_Transverse
GTEX-U3ZM-1226-SM-3DB9G,Muscle_Skeletal
GTEX-U3ZM-1526-SM-3DB9D,Skin_Sun_Exposed_Lower_leg
GTEX-U3ZM-1626-SM-4DXSK,Testis
GTEX-U3ZN-0001-SM-3G3SR,Whole_Blood
GTEX-U3ZN-0001-SM-3G3TS,Whole_Blood
GTEX-U3ZN-0001-SM-3UZF1,Whole_Blood
GTEX-U3ZN-0001-SM-5URBO,Whole_Blood
GTEX-U3ZN-0002-SM-3NMDF,Cells_EBV-transformed_lymphocytes 
GTEX-U3ZN-0006-SM-3DB7Y,Whole_Blood
GTEX-U3ZN-0008-SM-4DXTL,Cells_Cultured_fibroblasts
GTEX-U3ZN-0126-SM-4DXUM,Spleen
GTEX-U3ZN-0226-SM-3DB8D,Liver
GTEX-U3ZN-0326-SM-3DB86,Thyroid
GTEX-U3ZN-0426-SM-4DXSH,Artery_Coronary
GTEX-U3ZN-0526-SM-4DXTH,Artery_Aorta
GTEX-U3ZN-0626-SM-3DB7U,Lung
GTEX-U3ZN-0726-SM-4DXT5,Uterus
GTEX-U3ZN-0826-SM-4DXSZ,Adrenal_Gland
GTEX-U3ZN-0926-SM-4DXTU,Vagina
GTEX-U3ZN-1026-SM-4DXTC,Ovary
GTEX-U3ZN-1126-SM-4DXUL,Fallopian Tube
GTEX-U3ZN-1226-SM-4DXUD,Bladder
GTEX-U3ZN-1426-SM-3DB87,Heart_Left_Ventricle
GTEX-U3ZN-1626-SM-4DXTZ,Cervix - Ectocervix
GTEX-U3ZN-1726-SM-4DXUQ,Esophagus - Esophagus_Mucosa
GTEX-U3ZN-1826-SM-4DXUY,Esophagus_Muscularis
GTEX-U3ZN-1926-SM-4DXSG,Breast_Mammary_Tissue
GTEX-U3ZN-2026-SM-4DXUC,Stomach
GTEX-U3ZN-2126-SM-4DXU1,Colon_Transverse
GTEX-U3ZN-2226-SM-3DB88,Muscle_Skeletal
GTEX-U3ZN-2326-SM-3DB7W,Skin_Sun_Exposed_Lower_leg
GTEX-U3ZN-2526-SM-3DB7V,Artery_Tibial
GTEX-U3ZN-2626-SM-3DB7T,Adipose_Subcutaneous
GTEX-U412-0001-SM-3G3S1,Whole_Blood
GTEX-U412-0001-SM-3G3T2,Whole_Blood
GTEX-U412-0001-SM-4X627,Whole_Blood
GTEX-U412-0001-SM-5SOEO,Whole_Blood
GTEX-U412-0006-SM-3DB8J,Whole_Blood
GTEX-U412-0008-SM-4DXTE,Cells_Cultured_fibroblasts
GTEX-U412-0126-SM-EVR2X,Nerve_Tibial
GTEX-U412-0226-SM-3NMC8,Artery_Tibial
GTEX-U412-0326-SM-3DB9L,Muscle_Skeletal
GTEX-U412-0326-SM-5BC7E,Muscle_Skeletal
GTEX-U412-0326-SM-5DUVP,Muscle_Skeletal
GTEX-U412-0426-SM-3DB9O,Skin_Sun_Exposed_Lower_leg
GTEX-U412-0526-SM-3DB9I,Adipose_Subcutaneous
GTEX-U412-0726-SM-EVR2Y,Thyroid
GTEX-U412-0826-SM-3DB9K,Lung
GTEX-U412-1726-SM-EZ6KX,Colon_Transverse
GTEX-U412-1826-SM-4DXTJ,Breast_Mammary_Tissue
GTEX-U412-2026-SM-4DXSI,Prostate
GTEX-U4B1-0001-SM-3G3SS,Whole_Blood
GTEX-U4B1-0001-SM-3G3TT,Whole_Blood
GTEX-U4B1-0001-SM-3USQC,Whole_Blood
GTEX-U4B1-0001-SM-5URC2,Whole_Blood
GTEX-U4B1-0006-SM-3DB8E,Whole_Blood
GTEX-U4B1-0008-SM-4DXUW,Cells_Cultured_fibroblasts
GTEX-U4B1-0126-SM-4DXSN,Adrenal_Gland
GTEX-U4B1-0226-SM-4DXU8,Artery_Coronary
GTEX-U4B1-0326-SM-3DB8K,Heart_Left_Ventricle
GTEX-U4B1-0526-SM-4DXTK,Spleen
GTEX-U4B1-0626-SM-3DB8L,Thyroid
GTEX-U4B1-0726-SM-4DXUA,Pancreas
GTEX-U4B1-0826-SM-4DXTW,Esophagus - Esophagus_Mucosa
GTEX-U4B1-0926-SM-4DXUV,Esophagus_Muscularis
GTEX-U4B1-1026-SM-4DXT1,Stomach
GTEX-U4B1-1126-SM-4DXV3,Colon_Transverse
GTEX-U4B1-1226-SM-4DXT7,Bladder
GTEX-U4B1-1426-SM-4DXTX,Prostate
GTEX-U4B1-1526-SM-4DXSL,Testis
GTEX-U4B1-1626-SM-3DB8N,Muscle_Skeletal
GTEX-U4B1-1726-SM-3DB9F,Adipose_Subcutaneous
GTEX-U4B1-1826-SM-4DXSU,Skin_Sun_Exposed_Lower_leg
GTEX-U4B1-1926-SM-3DB9E,Artery_Tibial
GTEX-U8T8-0005-SM-3DB8F,Whole_Blood
GTEX-U8T8-0008-SM-4DXSP,Cells_Cultured_fibroblasts
GTEX-U8T8-0126-SM-3DB94,Skin_Sun_Exposed_Lower_leg
GTEX-U8T8-0226-SM-3DB97,Adipose_Subcutaneous
GTEX-U8T8-0326-SM-3DB93,Artery_Tibial
GTEX-U8T8-0426-SM-3DB8X,Nerve_Tibial
GTEX-U8T8-1126-SM-4DXUE,Testis
GTEX-U8T8-1226-SM-4E3IH,Stomach
GTEX-U8T8-1426-SM-3DB9H,Muscle_Skeletal
GTEX-U8T8-2026-SM-3G3TN,Esophagus_Muscularis
GTEX-U8T8-2026-SM-3L286,Esophagus_Muscularis
GTEX-U8T8-2026-SM-4SVQM,Esophagus_Muscularis
GTEX-U8T8-2026-SM-7DRPP,Esophagus_Muscularis
GTEX-U8T8-2226-SM-3DB95,Lung
GTEX-U8T8-2326-SM-3DB96,Thyroid
GTEX-U8XE-0004-SM-3G3SU,Whole_Blood
GTEX-U8XE-0004-SM-3G3TV,Whole_Blood
GTEX-U8XE-0004-SM-3USQS,Whole_Blood
GTEX-U8XE-0004-SM-5URB8,Whole_Blood
GTEX-U8XE-0005-SM-3DB8I,Whole_Blood
GTEX-U8XE-0008-SM-4E3K4,Cells_Cultured_fibroblasts
GTEX-U8XE-0126-SM-4E3I3,Testis
GTEX-U8XE-0226-SM-4E3J3,Skin_Not_Sun_Exposed_Suprapubic
GTEX-U8XE-0326-SM-3DB8P,Skin_Sun_Exposed_Lower_leg
GTEX-U8XE-0426-SM-3DB91,Adipose_Subcutaneous
GTEX-U8XE-0526-SM-3DB8R,Nerve_Tibial
GTEX-U8XE-0626-SM-3DB8U,Artery_Tibial
GTEX-U8XE-0726-SM-3DB8O,Muscle_Skeletal
GTEX-U8XE-0826-SM-4E3J1,Breast_Mammary_Tissue
GTEX-U8XE-0926-SM-3DB8V,Heart_Atrial_Appendage
GTEX-U8XE-1026-SM-4E3HM,Artery_Coronary
GTEX-U8XE-1126-SM-3DB8W,Heart_Left_Ventricle
GTEX-U8XE-1226-SM-4E3HN,Artery_Aorta
GTEX-U8XE-1326-SM-4E3JK,Esophagus_Gastroesophageal_Junction
GTEX-U8XE-1426-SM-3DB8Q,Lung
GTEX-U8XE-1526-SM-4E3HT,Liver
GTEX-U8XE-1726-SM-4E3IF,Esophagus - Esophagus_Mucosa
GTEX-U8XE-1826-SM-4E3HV,Esophagus_Muscularis
GTEX-U8XE-1926-SM-3DB98,Adipose_Visceral_Omentum
GTEX-U8XE-2026-SM-3DB8S,Pancreas
GTEX-U8XE-2526-SM-4E3IT,Prostate
GTEX-UJHI-0001-SM-3G3TR,Whole_Blood
GTEX-UJHI-0001-SM-3L287,Whole_Blood
GTEX-UJHI-0001-SM-4X62F,Whole_Blood
GTEX-UJHI-0001-SM-5SOEU,Whole_Blood
GTEX-UJHI-0006-SM-3DB8H,Whole_Blood
GTEX-UJHI-0008-SM-4IHL1,Cells_Cultured_fibroblasts
GTEX-UJHI-0126-SM-4IHLP,Spleen
GTEX-UJHI-0226-SM-4IHJL,Artery_Aorta
GTEX-UJHI-0326-SM-4IHJE,Artery_Coronary
GTEX-UJHI-0426-SM-3DB8Y,Heart_Left_Ventricle
GTEX-UJHI-0626-SM-3DB8T,Pancreas
GTEX-UJHI-0726-SM-3DB92,Lung
GTEX-UJHI-0826-SM-4IHLM,Esophagus - Esophagus_Mucosa
GTEX-UJHI-0926-SM-4IHKF,Esophagus_Muscularis
GTEX-UJHI-1026-SM-4IHJP,Stomach
GTEX-UJHI-1126-SM-4IHLN,Colon_Transverse
GTEX-UJHI-1226-SM-4IHLR,Ovary
GTEX-UJHI-1326-SM-4IHJO,Vagina
GTEX-UJHI-1426-SM-3DB9C,Breast_Mammary_Tissue
GTEX-UJHI-1526-SM-3DB99,Skin_Sun_Exposed_Lower_leg
GTEX-UJHI-1626-SM-3DB9A,Adipose_Subcutaneous
GTEX-UJHI-1726-SM-3DB9B,Muscle_Skeletal
GTEX-UJHI-1926-SM-3DB8Z,Artery_Tibial
GTEX-UJMC-0002-SM-3G3ST,Whole_Blood
GTEX-UJMC-0002-SM-3G3TU,Whole_Blood
GTEX-UJMC-0002-SM-4X626,Whole_Blood
GTEX-UJMC-0002-SM-5SOEI,Whole_Blood
GTEX-UJMC-0005-SM-3GACU,Whole_Blood
GTEX-UJMC-0008-SM-4IHKK,Cells_Cultured_fibroblasts
GTEX-UJMC-0226-SM-4IHLH,Adrenal_Gland
GTEX-UJMC-0326-SM-3GAE2,Thyroid
GTEX-UJMC-0426-SM-4IHJF,Artery_Coronary
GTEX-UJMC-0526-SM-3GAE3,Heart_Left_Ventricle
GTEX-UJMC-0626-SM-4IHJQ,Artery_Aorta
GTEX-UJMC-0726-SM-3GADX,Lung
GTEX-UJMC-0926-SM-4IHLK,Esophagus - Esophagus_Mucosa
GTEX-UJMC-1026-SM-4IHKN,Esophagus_Muscularis
GTEX-UJMC-1126-SM-3GADP,Pancreas
GTEX-UJMC-1226-SM-4IHLI,Stomach
GTEX-UJMC-1326-SM-4IHLS,Colon_Transverse
GTEX-UJMC-1826-SM-3GADT,Muscle_Skeletal
GTEX-UJMC-1926-SM-3GADS,Nerve_Tibial
GTEX-UJMC-2026-SM-3GADR,Artery_Tibial
GTEX-UPIC-0002-SM-3NMDC,Cells_EBV-transformed_lymphocytes 
GTEX-UPIC-0004-SM-3G3SB,Whole_Blood
GTEX-UPIC-0004-SM-3G3TC,Whole_Blood
GTEX-UPIC-0004-SM-4X615,Whole_Blood
GTEX-UPIC-0004-SM-5SOEF,Whole_Blood
GTEX-UPIC-0005-SM-3GACV,Whole_Blood
GTEX-UPIC-0226-SM-3GADO,Thyroid
GTEX-UPIC-0326-SM-4IHJ9,Artery_Coronary
GTEX-UPIC-0526-SM-4WWCQ,Artery_Aorta
GTEX-UPIC-0626-SM-4IHK2,Esophagus_Muscularis
GTEX-UPIC-0726-SM-3GADW,Pancreas
GTEX-UPIC-0826-SM-3GADQ,Lung
GTEX-UPIC-0926-SM-4IHLV,Liver
GTEX-UPIC-1026-SM-4IHLT,Esophagus - Esophagus_Mucosa
GTEX-UPIC-1126-SM-4IHLO,Kidney_Cortex
GTEX-UPIC-1426-SM-4IHLQ,Vagina
GTEX-UPIC-1526-SM-4IHLU,Uterus
GTEX-UPIC-1626-SM-4IHKT,Skin_Sun_Exposed_Lower_leg
GTEX-UPIC-1726-SM-4IHKG,Colon_Transverse
GTEX-UPIC-1826-SM-4IHKC,Stomach
GTEX-UPJH-0001-SM-3NMDE,Cells_EBV-transformed_lymphocytes 
GTEX-UPJH-0002-SM-3G3S2,Whole_Blood
GTEX-UPJH-0002-SM-3G3T3,Whole_Blood
GTEX-UPJH-0002-SM-4X62B,Whole_Blood
GTEX-UPJH-0002-SM-5SOE9,Whole_Blood
GTEX-UPJH-0006-SM-3GACW,Whole_Blood
GTEX-UPJH-0126-SM-4IHLL,Testis
GTEX-UPJH-0226-SM-3GADV,Skin_Not_Sun_Exposed_Suprapubic
GTEX-UPJH-0326-SM-3GADU,Skin_Sun_Exposed_Lower_leg
GTEX-UPJH-0326-SM-CKJTF,Skin_Sun_Exposed_Lower_leg
GTEX-UPJH-0526-SM-4IHK8,Muscle_Skeletal
GTEX-UPJH-0626-SM-4IHJN,Nerve_Tibial
GTEX-UPJH-0726-SM-4IHJW,Artery_Tibial
GTEX-UPJH-0826-SM-4WKFD,Lung
GTEX-UPJH-0926-SM-4IHKA,Artery_Aorta
GTEX-UPJH-1026-SM-EAZB2,Esophagus - Esophagus_Mucosa
GTEX-UPK5-0002-SM-3G3SL,Whole_Blood
GTEX-UPK5-0002-SM-3G3TM,Whole_Blood
GTEX-UPK5-0002-SM-4SVR1,Whole_Blood
GTEX-UPK5-0002-SM-5SOE3,Whole_Blood
GTEX-UPK5-0003-SM-3NMDI,Cells_EBV-transformed_lymphocytes 
GTEX-UPK5-0006-SM-3GAD8,Whole_Blood
GTEX-UPK5-0008-SM-4IHJD,Cells_Cultured_fibroblasts
